,Unnamed: 0,data_id,event_date,year,time_precision,event_type,actor1,actor1_type,actor2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,fatalities,Month,Day,Year-Month
382,382,1258002,2018/4/7,2018,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Leer,Koch,Leer,8.2936,30.1326,1,1,4,7,2018-4
383,383,1258003,2018/4/7,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Pibor,Pibor,Likuangole,7.049,33.0043,1,10,4,7,2018-4
384,384,1346858,2018/4/6,2018,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,1,4,6,2018-4
386,386,1347142,2018/4/4,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Lainya,Lainya,Lainya,4.2545,31.0004,1,3,4,4,2018-4
396,396,1249402,2018/3/29,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Maban,Renk,Kudda,10.55,33.32,1,10,3,29,2018-3
406,406,1348691,2018/3/26,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,3,26,2018-3
407,407,1577908,2018/3/25,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Central Equatoria,Lainya,Lainya,Lainya,4.2545,31.0004,2,0,3,25,2018-3
415,415,1250285,2018/3/23,2018,1,Violence against civilians,Pathiong Clan Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Cueibet,Rup,Abyei Ajok,6.8864,29.5148,1,4,3,23,2018-3
419,419,1349595,2018/3/20,2018,1,Violence against civilians,Tonj Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,4,3,20,2018-3
420,420,1349775,2018/3/19,2018,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,1,3,19,2018-3
423,423,1350410,2018/3/16,2018,1,Violence against civilians,Misseriya Ethnic Militia (Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Mayom,Mankien,Bul,9.1667,29.0,2,3,3,16,2018-3
426,426,1350723,2018/3/14,2018,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Morobo,Morobo,Morobo,3.69,30.78,2,0,3,14,2018-3
427,427,1350900,2018/3/13,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Renk,Renk,El-galhak,11.05,32.7,1,4,3,13,2018-3
429,429,1351120,2018/3/12,2018,1,Violence against civilians,Boma Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Twic East,Paliau,Fakoi,7.04,31.46,1,1,3,12,2018-3
430,430,1351121,2018/3/12,2018,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Central Equatoria,Terekeka,Terkeka,Tindalo,5.6545,31.0579,1,22,3,12,2018-3
431,431,1351122,2018/3/12,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Koch,Koch,Bieh,8.4633,30.129,1,2,3,12,2018-3
432,432,1351290,2018/3/12,2018,2,Violence against civilians,Unidentified Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,1,3,12,2018-3
433,433,1351373,2018/3/11,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Democratic Republic of Congo),Civilians,37,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,1,1,3,11,2018-3
435,435,1351880,2018/3/8,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,3,8,2018-3
436,436,1351881,2018/3/8,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Eastern Equatoria,Torit,Imotong,Imatong,4.1739,32.7531,2,0,3,8,2018-3
443,443,1353031,2018/3/3,2018,1,Remote violence,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,5,3,3,2018-3
445,445,1353419,2018/3/1,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Western Bahr el Ghazal,Raga,Raja,Raja,8.4624,25.681,2,0,3,1,2018-3
446,446,1353418,2018/3/1,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Western Bahr el Ghazal,Raga,Raja,Minamba,8.4667,25.1833,1,0,3,1,2018-3
447,447,1353429,2018/3/1,2018,2,Violence against civilians,Pagok Clan Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,3,1,3,1,2018-3
453,453,1353865,2018/2/26,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (International),Civilians,27,Western Bahr el Ghazal,Wau,Udici,Ngoribo_b,7.693,27.9027,1,0,2,26,2018-2
458,458,1354736,2018/2/22,2018,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,0,2,22,2018-2
459,459,1354735,2018/2/22,2018,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Morobo,Morobo,Morobo,3.69,30.78,2,0,2,22,2018-2
462,462,1355193,2018/2/20,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Western Bahr el Ghazal,Jur River,Udici,Bussera,7.5818,28.0346,1,3,2,20,2018-2
463,463,1355194,2018/2/20,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Mundri West,Mundri,Bari,4.1577,30.403,2,0,2,20,2018-2
464,464,1355581,2018/2/19,2018,2,Violence against civilians,Wau Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Western Bahr el Ghazal,Jur River,Kuajiena,Kuajiena,7.5068,28.3033,1,1,2,19,2018-2
465,465,1355582,2018/2/19,2018,2,Violence against civilians,Tonj Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Western Bahr el Ghazal,Jur River,Kuajiena,Kuajiena,7.5068,28.3033,1,4,2,19,2018-2
466,466,1355619,2018/2/18,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Warrap,Gogrial West,Gogrial,Gogrial,8.5348,28.1114,2,4,2,18,2018-2
473,473,1356326,2018/2/14,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,2,1,2,14,2018-2
474,474,1356327,2018/2/14,2018,1,Violence against civilians,Boma Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Ayod,Pagil,Gweir,8.6333,31.3333,1,5,2,14,2018-2
476,476,1747198,2018/2/13,2018,1,Violence against civilians,Pibor Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,2,1,2,13,2018-2
484,484,1357148,2018/2/10,2018,1,Violence against civilians,Boma Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,4,2,10,2018-2
487,487,1357601,2018/2/8,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Lainya,Yei,Mukaya,4.239,30.8152,1,0,2,8,2018-2
488,488,1357602,2018/2/8,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Western Bahr el Ghazal,Raga,Raja,Deim Zubeir,7.7179,26.2162,2,0,2,8,2018-2
495,495,1357943,2018/2/7,2018,2,Violence against civilians,Gony Clan Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,1,2,7,2018-2
498,498,1357823,2018/2/7,2018,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,2,2,7,2018-2
501,501,1358204,2018/2/6,2018,1,Violence against civilians,Rioters (South Sudan),Rioters,Civilians (United States),Civilians,57,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,2,6,2018-2
503,503,1358208,2018/2/6,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Morobo,Morobo,Morobo,3.69,30.78,2,1,2,6,2018-2
504,504,1358489,2018/2/5,2018,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,2,1,2,5,2018-2
512,512,1359069,2018/2/2,2018,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Nyirol,Waat,Waat,8.1972,32.15,2,28,2,2,2018-2
515,515,1360746,2018/1/25,2018,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Western Bahr el Ghazal,Raga,Raja,Deim Zubeir,7.7179,26.2162,1,0,1,25,2018-1
519,519,1360745,2018/1/25,2018,1,Remote violence,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,1,1,25,2018-1
524,524,1361204,2018/1/23,2018,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,10,1,23,2018-1
527,527,1361404,2018/1/22,2018,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,2,2,1,22,2018-1
529,529,1759769,2018/1/20,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,3,1,20,2018-1
534,534,1362445,2018/1/17,2018,2,Violence against civilians,Awlad Omran Ethnic Militia (Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,7,1,17,2018-1
535,535,1362446,2018/1/17,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,1,1,17,2018-1
537,537,1362922,2018/1/15,2018,2,Violence against civilians,Jur Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Warrap,Tonj South,Tonj,Aguka,7.1773,28.9018,1,1,1,15,2018-1
557,557,1587788,2018/1/9,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Twic,Turalei,Turalei,9.0855,28.4353,2,2,1,9,2018-1
558,558,1364315,2018/1/9,2018,1,Violence against civilians,Rubkona Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,4,1,9,2018-1
562,562,1364730,2018/1/7,2018,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Western Bahr el Ghazal,Jur River,Kuajiena,Mapel,7.2998,28.4425,1,1,1,7,2018-1
563,563,1364728,2018/1/7,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (Kenya),Civilians,27,Jonglei,Akobo,Akobo,Akobo,7.779,33.0023,1,0,1,7,2018-1
565,565,1365134,2018/1/5,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Koch,Guit,Koch,8.6048,29.9905,2,0,1,5,2018-1
574,574,1365987,2018/1/1,2018,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Bahr el Ghazal,Raga,Raja,Raja,8.4624,25.681,2,8,1,1,2018-1
575,575,1365988,2018/1/1,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Uror,Pieri,Yuai,7.901,31.8883,2,0,1,1,2018-1
576,576,1587784,2017/12/31,2017,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Koch,Guit,Buaw,8.8283,29.7362,1,7,12,31,2017-12
578,578,1366216,2017/12/31,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Upper Nile,Baliet,Sobat,Pamir,9.84,32.23,1,1,12,31,2017-12
580,580,1366382,2017/12/30,2017,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Eastern Equatoria,Kapoeta East,Narus,Nadapal,4.4756,34.2268,2,0,12,30,2017-12
584,584,1366751,2017/12/28,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Northern Bahr el Ghazal,Aweil West,Mariam,Aweil,8.7863,27.4015,1,0,12,28,2017-12
592,592,1367040,2017/12/26,2017,1,Remote violence,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,12,26,2017-12
593,593,1367191,2017/12/25,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,1,1,12,25,2017-12
600,600,1367331,2017/12/24,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Northern Bahr el Ghazal,Aweil West,Mariam,Aweil,8.7863,27.4015,1,1,12,24,2017-12
614,614,1367657,2017/12/22,2017,2,Strategic development,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Equatoria,Mundri West,Bangolo,Bangolo,4.8166,30.3133,1,0,12,22,2017-12
625,625,1368539,2017/12/17,2017,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (International),Civilians,27,Western Bahr el Ghazal,Raga,Raja,Mangayat North,8.2314,25.8564,2,0,12,17,2017-12
630,630,1368946,2017/12/14,2017,1,Strategic development,Unidentified Armed Group (South Sudan),Political militia,Civilians (International),Civilians,37,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,0,12,14,2017-12
634,634,1369389,2017/12/12,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Unity,Pariang,Awet-adet,Riangnhom,9.9167,30.0167,2,1,12,12,2017-12
635,635,1369577,2017/12/11,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,2,1,12,11,2017-12
639,639,1369762,2017/12/10,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Unity,Pariang,Awet-adet,Riangnhom,9.9167,30.0167,2,1,12,10,2017-12
648,648,1370522,2017/12/6,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,12,6,2017-12
649,649,1370699,2017/12/5,2017,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,4,12,5,2017-12
650,650,1370698,2017/12/5,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,2,12,5,2017-12
654,654,1371161,2017/12/2,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Duk,Duk Payuel,P Ktap,7.46,31.42,2,4,12,2,2017-12
655,655,1371465,2017/11/30,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Mangalla,5.1999,31.7722,1,0,11,30,2017-11
658,658,1371618,2017/11/29,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,2,3,11,29,2017-11
659,659,1371767,2017/11/28,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Duk,Duk Payuel,Duk Payuel,7.5082,31.4871,1,20,11,28,2017-11
661,661,1371981,2017/11/27,2017,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Duk,Duk Payuel,Duk Payuel,7.5082,31.4871,1,20,11,27,2017-11
662,662,1371982,2017/11/27,2017,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,1,0,11,27,2017-11
668,668,1372485,2017/11/24,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,11,24,2017-11
670,670,1372639,2017/11/23,2017,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Cueibet,Rup,Mayath,6.9764,29.383000000000006,1,1,11,23,2017-11
