,data_id,year,time_precision,event_type,actor1,assoc_actor_1,actor1_type,actor2,assoc_actor_2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,Month,Day,Coordinates
229,1668745,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Yambio,Bangasu,Gitikiti,4.6128,28.4848,2,Radio Anisa,Subnational,"On 27th June, unidentified gunmen abducted an unspecified number of civilians in Gitikiti village north-east of Yambio, Western Equatoria (approx coordinates used). The gunmen returned the following day, and looted property, according to the Gbudue state information minister.",0,6,27,"(28.4848, 4.6128)"
231,1684148,2018,1,Violence against civilians,Tonj Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Government of South Sudan (2011-),Civilians,47,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,3,Radio Good News,Local,"On 27th June, the Border Advisor for Gok State was killed by gunmen on the road to Tonj, in Atermoc/Cuei-arol (coordinates for Tonj used). Authorities from Gok state blamed cattle keepers from Tonj South.",1,6,27,"(28.6839, 7.2733)"
240,1668736,2018,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,3,Radio Emmanuel,Subnational,"During the week beginning 18th June, a number of children were abducted by an unknown armed group in the Kor Lahabata area along the Torit-Juba road, probably in Eastern Equatoria (geocoordinates for Torit used). A local source stated that about 7 children were abducted. At least two VAC events coded.",0,6,21,"(32.5767, 4.4182)"
243,1639970,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Western Equatoria,Yambio,Yambio,Yambio,4.571000000000001,28.4104,1,Radio Anisa,Subnational,"On 19th June, the Minister of Information of Gbudue State claimed that the SPLM-IO attempted to break in to a government food store in Yambio, Western Equaotoria, and engaged the SPLA in a firefight. He also alledged that the rebels of kidnapping civilians in the state.",0,6,19,"(28.4104, 4.571000000000001)"
247,1668735,2018,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,3,Radio Emmanuel,Subnational,"During the week beginning 18th June, a number of children were abducted by an unknown armed group in the Kor Lahabata area along the Torit-Juba road, probably in Eastern Equatoria (geocoordinates for Torit used). A local source stated that about 7 children were abducted. At least two VAC events coded.",0,6,18,"(32.5767, 4.4182)"
256,1639959,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,1,Radio Miraya,Subnational,"On 16th June, gunmen entered the 'Happy Time' nightclub in Yei, and fired into the crowd. One civilian was killed, another injured.",1,6,16,"(30.6716, 4.0899)"
263,1635090,2018,2,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Western Bahr el Ghazal,Wau,Bazia,Bazia,7.13,27.89,1,Sudan Tribue; Radio Tamazuj,Subnational-Regional,"14 June, on or after. Rebel and civilian sources claimed government forces looted and burned down rebel-held villages in Wad Aalil, Bazia and Roc-Roc Dong in Wathlelo Payam, after two days of clashes with the SPLA-IO in the area. There was no comment from the SPLA or government.",0,6,14,"(27.89, 7.13)"
264,1635091,2018,2,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,2,Sudan Tribue; Radio Tamazuj,Subnational-Regional,"14 June, on or after. Rebel and civilian sources claimed government forces looted and burned down rebel-held villages in Wad Aalil, Bazia and Roc-Roc Dong in Wathlelo Payam, after two days of clashes with the SPLA-IO in the area. There was no comment from the SPLA or government.",0,6,14,"(28.0071, 7.7177)"
265,1635092,2018,2,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Western Bahr el Ghazal,Jur River,Marial Wau,Nyin Akok,7.92,28.04,2,Sudan Tribue; Radio Tamazuj,Subnational-Regional,"14 June, on or after. Rebel and civilian sources claimed government forces looted and burned down rebel-held villages in Wad Aalil, Bazia and Roc-Roc Dong in Wathlelo Payam, after two days of clashes with the SPLA-IO in the area. There was no comment from the SPLA or government.",0,6,14,"(28.04, 7.92)"
267,1866901,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Kapoeta South,Kapoeta,Kapoeta,4.7762,33.5829,2,Radio Miraya,Subnational,"On 12th June, the commissioner of Chukudum county was ambushed in the Morilonyang area of Kapoeta, but survived the ambush.",0,6,12,"(33.5829, 4.7762)"
268,1635087,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Yirol East,Ador,Shambe,7.1029,30.7691,3,Radio Tamazuj; Eye Radio,Subnational,"On 12th June, unknown gunmen attacked boats travelling to Bor. The boats were fired upon, before the attackers robbed the passengers, reportedly stealing approx. 300,000 SSP. Two passengers were drowned by the attackers, after refusing to hand over valuables. Information regarding the location of the attack is vague, with a source saying the attack took place ""between Shambe and an area which borders Eastern Lakes state"".",2,6,12,"(30.7691, 7.1029)"
271,1720906,2018,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Western Equatoria,Yambio,Yambio,Yambio,4.571000000000001,28.4104,3,Radio Tamazuj,Regional,"During early June the SPLM-IO allegedly abducted around 300 male and female youths from both sides of the border with the Democratic Republic of Congo, in Gbudue state (Western Equatoria, coordinates for state capital Yambio used), according to the Gbudue state information minister. He said that four civilians were subsequently released on health grounds. The SPLM-IO denied the abductions, and said that if any civilians joined there training centre at Yangeri, they did so voluntarily.",0,6,10,"(28.4104, 4.571000000000001)"
272,1635083,2018,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Lainya,Otogo,Limbe,4.1589,30.8378,1,Radio Tamazuj,Subnational,"During the weekend of the 9th/10th June, unknown gunmen arrested and killed four civilians in Limbe, Kajo-Keji county. Both rebels and government asserted that the other was responsible.",4,6,9,"(30.8378, 4.1589)"
274,1632514,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,2,Radio Emmanuel,Subnational,"On 7 June, unidentified armed group ambushed vehicles along the Torit-Magwi road in Torit West County, Eastern Equatoria. The attackers shot five vehicles, but there were no reported fatalities or injuries.",0,6,7,"(32.5767, 4.4182)"
277,1632510,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Unity,Mayom,Mankien,Bul,9.1667,29.0,1,Radio Tamazuj,Subnational,"On 4 June, ""armed opposition"" killed one person in Bul East County in Unity when stealing cattle according to the Bul East County authorities.",1,6,4,"(29.0, 9.1667)"
278,1632511,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Ikotos,Lomohidang (Isoke),Lobira,4.3919,33.0609,2,Radio Tamazuj,Subnational,"On 4 June, unidentified armed group ambushed and killed two technicians of the MTN telecommunications company on their way to Torit between Lobira and Tuhubak villages in Eastern Equatoria.",2,6,4,"(33.0609, 4.3919)"
280,1632508,2018,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Refugees/IDPs (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Eye Radio,Subnational,"On 3 June, suspected soldiers or ""men in uniform"" killed an IDP near the UN Protection of Civilians site in Juba. According to witnesses, they came when the victim was playing football and shot him dead and robbed him.",1,6,3,"(31.6178, 4.8609)"
284,1632505,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,2,Radio Tamazuj,Subnational,"On 31 May, unidentified armed group ambushed a commercial vehicle transporting passengers from Pochalla to Nyium area. One person was injured.",0,5,31,"(34.0967, 7.1783)"
286,1618188,2018,2,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,Radio Don Bosco,Subnational,"On 30 May (date is not certain), soldiers of the South Sudan Military Forces beat and injured the chief of Kilo 7 payam, and looted the community. The newly established payam is located 30km from Tonj town, Warrap, and its area is claimed both by Tonj and Gok states.",0,5,30,"(28.6839, 7.2733)"
288,1632504,2018,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,Radio Tamazuj,Subnational,"On 30 May (date is not certain), unidentified armed group ambushed a vehicle in the Yei-Lasu road. A government official of Yei River County went missing. The Yei River County Commissioner accuses the SPLA/M-IO for his disappearance.",0,5,30,"(30.6716, 4.0899)"
291,1618185,2018,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),WVI: World Vision International,Civilians,37,Western Equatoria,Yambio,Bangasu,Rimenze,4.7108,28.5895,1,Eye Radio,Subnational,"On 28 May (date is uncertain), unidentified armed group ambushed a vehicle on its way from Makpandu to Yambio in Rimenze. The vehicle belonging to World Vision was transporting five people to the hospital. One person was killed and one kidnapped.",1,5,28,"(28.5895, 4.7108)"
294,1618181,2018,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,Radio Tamazuj,Subnational,"On 25 May, Military Forces of South Sudan beat a traditional chief in Mekuei Kharsit area in Warrap. The chief allegedly failed to provide food for the soldiers.",0,5,25,"(28.6839, 7.2733)"
299,1614333,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Acholi Ethnic Group (Uganda),Civilians,37,Western Equatoria,Tambura,Tambura,Tambura,5.5985,27.4621,1,Daily Monitor,National,"On 22 May, nine people were abducted by an unidentified armed group in Tambura, Western Equatoria, and they were freed on 24 May. One of the victims was Acholi Cultural Institution premier Ambrose Olaa who had been consulting World Vision International on peacebuilding in South Sudan.",0,5,22,"(27.4621, 5.5985)"
304,1639952,2018,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),Government of South Sudan (2011-),Civilians,27,Western Equatoria,Nagero,Nagero,Nagero,6.49,27.6801,2,Radio Anisa,Subnational,"On 17th May, clashes between government forces and SPLM/A-IO took place in Nagero county, Western Equatoria. The fighting displaced 31,000 civilians according to local sources, and the county commissioner of Nagero was reportedly abducted by rebel forces. The report mentions that lives were lost in the fighting.",0,5,17,"(27.6801, 6.49)"
305,1618180,2018,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Tambura,Tambura,Tambura,5.5985,27.4621,2,Eye Radio,Subnational,"On 16 May (date is not certain), unidentified armed group attacked Tambura county. Two government officials and several other people got caught in the violence and went missing. Thousands of civilians were reportedly displaced.",0,5,16,"(27.4621, 5.5985)"
307,1608045,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (International),Civilians (Aid Workers),Civilians,37,Western Equatoria,Ezo,Ezo,Yangiri,5.2832,27.7911,2,Eye Radio; Sudan Tribune,Subnational-Regional,"On 14 May, unidentified armed group believed to be a rebel group abducted 30 workers of humanitarian agencies in Yangiri area, along Tombura-Yambio road, Western Equatoria. Seven of them, working for World Vision, were released on 18 May.",0,5,14,"(27.7911, 5.2832)"
308,1608046,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction),Civilians,37,Western Equatoria,Maridi,Maridi,Maridi,4.9238,29.4626,1,Radio Tamazuj,Subnational,"On 14 May, unidentified armed group killed high-ranking army officer Canal Tabu Salahmandia at his home in Maridi, Western Equatoria. Tabu was allied to Vice President Taban Deng Gai.",1,5,14,"(29.4626, 4.9238)"
309,1608043,2018,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Christian Group (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,"On 13 May, a group of three armed people shot dead a Christian pastor and his wife in Juba. Another pastor who had rushed to rescue the family was also shot and injured.",2,5,13,"(31.6178, 4.8609)"
